sector,state,scenario,M2,s0,theta_deg,quoted_combo,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,chi_effective
Bs,B_{s1}(5750),lattice_fperp_s,14.0,39.5,35.3,low,0.2785777231550205,0.35148522354292894,0.448804208775972,0.19667693065789485,0.6561573080128956,0.35452643192980293,-0.0434751239871833,0.35452643192980293,15.526360580613728,0.23348236663119798,15.526360580613728,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,14.4,39.5,35.3,low,0.2756706137158429,0.34821230876053144,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3511022489999132,-0.04346655087617633,0.3511022489999132,15.22788719561094,0.23339029223539293,15.22788719561094,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,14.8,39.5,35.3,low,0.2730019263794023,0.34519869348505927,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3479525323261581,-0.043448400441536354,0.3479525323261581,14.95589582328077,0.23319541821328899,14.95589582328077,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,15.200000000000001,39.5,35.3,low,0.2705450710835982,0.34241616143860854,0.448804208775972,0.19667693065789485,0.6561573080128956,0.34504716169390187,-0.04342253196779091,0.34504716169390187,14.707177939720754,0.23291781932850322,14.707177939720754,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,15.600000000000001,39.5,35.3,low,0.268277143541748,0.33984033242324063,0.448804208775972,0.19667693065789485,0.6561573080128956,0.34236013961089923,-0.04339046237777395,0.34236013961089923,14.479008327337104,0.2325739047608001,14.479008327337104,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,16.0,39.5,35.3,low,0.26617832137348124,0.33745004391924255,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3398689228886611,-0.04335343369710687,0.3398689228886611,14.269059160837953,0.23217712492704007,14.269059160837953,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,16.4,39.5,35.3,low,0.2642313734415811,0.3352268470059212,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3375538784094184,-0.04331246605958515,0.3375538784094184,14.075331525124659,0.23173853202530598,14.075331525124659,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,16.8,39.5,35.3,low,0.26242125865748783,0.3331545929264143,0.448804208775972,0.19667693065789485,0.6561573080128956,0.33539783724342925,-0.043268399615320995,0.33539783724342925,13.896100420393724,0.23126722668512742,13.896100420393724,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,17.200000000000003,39.5,35.3,low,0.26073479599242666,0.33121909201912625,0.448804208775972,0.19667693065789485,0.6561573080128956,0.33338572719790627,-0.04322192786106961,0.33338572719790627,13.729870288595707,0.23077071549984907,13.729870288595707,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,17.6,39.5,35.3,low,0.259160391534668,0.3294078308004394,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3315042683232118,-0.04317362429567145,0.3315042683232118,13.575338811304313,0.23025519848839363,13.575338811304313,4.980468750000001
