sector,state,scenario,M2,s0,theta_deg,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,f1_target_clipped,g_2460,g_2536,Gamma_2460_keV,Gamma_2536_keV,chi_effective,g1_abs,g2_abs,scan,fixed_s0,fixed_M2,quoted_combo,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,g_quoted_abs
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.05,8.7,35.3,-0.31092155815590233,-0.2640557054062983,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4057314834691777,0.035169606777813826,34.60287368679053,0.3838267059765686,4.980468750000001,0.4057314834691777,0.035169606777813826,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.1,8.7,35.3,-0.315635966103412,-0.2660445611193079,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4096815667210837,0.034290338181723265,35.279920434696876,0.3648746574075034,4.980468750000001,0.4096815667210837,0.034290338181723265,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.15,8.7,35.3,-0.3201902427843789,-0.26797068588360917,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4135027507981957,0.03344431637342561,35.941115794569,0.34709216458348385,4.980468750000001,0.4135027507981957,0.03344431637342561,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.2,8.7,35.3,-0.3245936079736085,-0.2698376068960522,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4172023647708907,0.03262956780100633,36.58712401674764,0.33038689034471,4.980468750000001,0.4172023647708907,0.03262956780100633,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.25,8.7,35.3,-0.3288545291684735,-0.2716485591080544,0.345,0.3807805629715229,-0.4081864418895571,0,-0.42078713484172237,0.031844276824408095,37.218567712144086,0.31467551011120976,4.980468750000001,0.42078713484172237,0.031844276824408095,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.3,8.7,35.3,-0.3329807991816648,-0.27340651629251006,0.345,0.3807805629715229,-0.4081864418895571,0,-0.42426324753680084,0.031086770075278488,37.83603108377322,0.29988266783152184,4.980468750000001,0.42426324753680084,0.031086770075278488,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.35,8.7,35.3,-0.3369796042767346,-0.2751142182043761,0.345,0.3807805629715229,-0.4081864418895571,0,-0.42763640506431827,0.030355502639091366,38.44006289902205,0.285940070988054,4.980468750000001,0.42763640506431827,0.030355502639091366,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.4,8.7,35.3,-0.34085758415620193,-0.2767741943909694,0.345,0.3807805629715229,-0.4081864418895571,0,-0.43091187394145225,0.029649045817705614,39.031179217675366,0.27278570385847845,4.980468750000001,0.43091187394145225,0.029649045817705614,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.45,8.7,35.3,-0.3446208849107374,-0.278388785120601,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4340945278195131,0.028966076266299684,39.60986589202325,0.26036314166684354,4.980468750000001,0.4340945278195131,0.028966076266299684,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.5,8.7,35.3,-0.34827520587047,-0.2799601598256859,0.345,0.3807805629715229,-0.4081864418895571,0,-0.437188885294876,0.028305366328572498,40.176580855783335,0.2486209510744441,4.980468750000001,0.437188885294876,0.028305366328572498,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.55,8.7,35.3,-0.3518258411596222,-0.28149033339621893,0.345,0.3807805629715229,-0.4081864418895571,0,-0.44019914337469995,0.027665775419297815,40.73175621838657,0.23751216477952655,4.980468750000001,0.44019914337469995,0.027665775419297815,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.6,8.7,35.3,-0.355277716638575,-0.28298118060920463,0.345,0.3807805629715229,-0.4081864418895571,0,-0.44312920716733234,0.027046242324531355,41.275800180599575,0.22699381991044182,4.980468750000001,0.44312920716733234,0.027046242324531355,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.65,8.7,35.3,-0.3586354228190893,-0.28443444893756026,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4459827162842533,0.026445778307719985,41.80909878664826,0.21702655148537486,4.980468750000001,0.4459827162842533,0.026445778307719985,M2,8.7,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.7,8.7,35.3,-0.3619032442555064,-0.2858517699466919,0.345,0.3807805629715229,-0.4081864418895571,0,-0.44876306837057245,0.025863460925180302,42.332017527061616,0.20757423353327104,4.980468750000001,0.44876306837057245,0.025863460925180302,M2,8.7,,,,,,,,,
